names,Price,Area,Unit Type
Nishant Prime,26.56 L -39.51 L,718-1068 sq.ft,2 BHK Apartment
Nishant Prime,48.47 L -49.28 L,1310-1332 sq.ft,3 BHK Apartment
GE Global Green Apple Villas,25 L -1.15 Cr,,Plot
Brigade Meadows Plumeria,1.20 Cr -1.50 Cr,1445 sq.ft,2 BHK Apartment
Brigade Meadows Plumeria,1.30 Cr -2.40 Cr,1682-1804 sq.ft,3 BHK Apartment
Balaji Serenity,83 L -96.93 L,1700-1931 sq.ft,3 BHK Villa
Balaji Serenity,1.07 Cr,2177 sq.ft,4 BHK Villa
Prestige Notting Hill,3.90 Cr -6.34 Cr,3900-4500 sq.ft,4 BHK Villa
Salarpuria Sattva Kings Domain,28.53 L,650 sq.ft,1 BHK Apartment
Salarpuria Sattva Kings Domain,45.60 L -69.68 L,1170-1294 sq.ft,2 BHK Apartment
Salarpuria Sattva Kings Domain,64.65 L -98 L,1440-1630 sq.ft,3 BHK Apartment
Elegant Pride,43.32 L -67 L,1140 sq.ft,2 BHK Apartment
Elegant Pride,58.90 L -59.28 L,1550-1560 sq.ft,3 BHK Apartment
URI Shirdi Sri Sai Nagar,67 L -88.13 L,1883-1960 sq.ft,3 BHK Villa
URI Shirdi Sri Sai Nagar,72 L,1883 sq.ft,4 BHK Villa
Candeur Rise,5.90 L -63.16 L,1050-1215 sq.ft,2 BHK Apartment
Candeur Rise,72.78 L -90 L,1400-1515 sq.ft,3 BHK Apartment
Aratt Amora,53.37 L -57.28 L,1186-1273 sq.ft,2 BHK Apartment
Aratt Amora,78.07 L -79.47 L,1735-1766 sq.ft,3 BHK Apartment
Saranya Sreshta,54.70 L -62.02 L,1085-1210 sq.ft,2 BHK Apartment
Saranya Sreshta,65.13 L -79.21 L,1275-1570 sq.ft,3 BHK Apartment
Chaitrashree Royale,75 K -1.50 L,,Plot
Akme Harmony,95 L -95.62 L,1250 sq.ft,2 BHK Apartment
Akme Harmony,1.05 Cr -2.18 Cr,1433-1450 sq.ft,3 BHK Apartment
Akme Harmony,2.60 Cr,3400 sq.ft,5 BHK Apartment
Azven Breathe,34.12 L -44 L,1050-1070 sq.ft,2 BHK Apartment
Azven Breathe,40.30 L -48.10 L,1240-1480 sq.ft,3 BHK Apartment
DS Max Status,1.47 Cr -2.10 Cr,2200-3004 sq.ft,3 BHK Villa
DS Max Status,2.29 Cr,3418 sq.ft,4 BHK Villa
Pioneer Park Avenue,62.30 L -80 L,1204-1260 sq.ft,2 BHK Apartment
Pioneer Park Avenue,73.17 L -1.30 Cr,1414-1470 sq.ft,3 BHK Apartment
CLPD Suncity Apartments,,860 sq.ft,1 BHK Apartment
CLPD Suncity Apartments,60 L -89.17 L,1240-1450 sq.ft,2 BHK Apartment
CLPD Suncity Apartments,69 L -1.02 Cr,1670 sq.ft,3 BHK Apartment
CLPD Suncity Apartments,1.29 Cr -1.35 Cr,2107 sq.ft,4 BHK Apartment
Hebron Avenue,35.07 L -48.39 L,1117 sq.ft,2 BHK Apartment
Pavani Sarovar,4.65 Cr -5.43 Cr,4332-4622 sq.ft,4 BHK Apartment
Sobha Ruby,58.69 L -85 L,1120-1305 sq.ft,2 BHK Apartment
Sobha Ruby,90.39 L -91.43 L,1725-1745 sq.ft,3 BHK Apartment
Aratt Rolling Whites,54.45 L -57.37 L,1210-1275 sq.ft,2 BHK Apartment
Aratt Rolling Whites,73.57 L -75.15 L,1635-1670 sq.ft,3 BHK Apartment
Maratt Pimento,52.67 L -55.29 L,1086-1140 sq.ft,2 BHK Apartment
Maratt Pimento,74.05 L -76.38 L,1527-1575 sq.ft,3 BHK Apartment
Sona Grandeur,46 L -58 L,1407-1443 sq.ft,3 BHK Villa
Unishire The Weave,40 L,1150 sq.ft,2 BHK Apartment
Unishire The Weave,46 L -50 L,1350-1450 sq.ft,3 BHK Apartment
Surya Shakti 80 Trees,,1477 sq.ft,2 BHK Apartment
Surya Shakti 80 Trees,,1520 sq.ft,2 BHK Villa
Surya Shakti 80 Trees,85.66 L -10.10 Cr,1477-2023 sq.ft,3 BHK Apartment
Surya Shakti 80 Trees,1.47 Cr -1.52 Cr,2551-2625 sq.ft,4 BHK Apartment
LGCL Pueblo,1.98 Cr -2.41 Cr,2483-3027 sq.ft,4 BHK Villa
LGCL One Street,1.31 Cr -1.32 Cr,2027-2045 sq.ft,3 BHK TownHouse
RJ Lake Gardenia,1.13 Cr -1.21 Cr,2068-2203 sq.ft,3 BHK Apartment
RJ Lake Gardenia,1.65 Cr -2.39 Cr,3014-4356 sq.ft,4 BHK Apartment
CMM Hills Valley,6.58 L,,Plot
Samruddhi Winter Green,1 Cr,1400 sq.ft,2 BHK Apartment
Samruddhi Winter Green,1.07 Cr -1.72 Cr,2006-2087 sq.ft,3 BHK Apartment
Citrus Aries Lakeview,57.96 L -58.65 L,1260-1275 sq.ft,2 BHK Apartment
Citrus Aries Lakeview,75.90 L -78.20 L,1650-1700 sq.ft,3 BHK Apartment
Pyramid Carnations,68.92 L -1.05 Cr,1436-2200 sq.ft,2 BHK Apartment
Pyramid Carnations,72 L,1370 sq.ft,3 BHK Apartment
Mythri Arteor,1.35 Cr -1.60 Cr,1950 sq.ft,3 BHK Apartment
Mythri Arteor,3.19 Cr -3.66 Cr,3660-3672 sq.ft,4 BHK PentHouse
LGCL United Towers,25.17 L,685 sq.ft,1 BHK Apartment
LGCL United Towers,29.56 L -35.49 L,819-1000 sq.ft,2 BHK Apartment
LGCL United Towers,43.53 L -45.31 L,1245-1300 sq.ft,3 BHK Apartment
Sobha City Casa Paradiso,43.21 L -53.05 L,1054-1294 sq.ft,2 BHK Apartment
Sobha City Casa Paradiso,60.47 L -60.47 L,1475 sq.ft,3 BHK Apartment
Ittina Neela,77.87 L -98.48 L,1198 sq.ft,2 BHK Apartment
Ittina Neela,1.17 Cr -1.22 Cr,1815-1885 sq.ft,3 BHK Apartment
Ittina Neela,1.41 Cr -1.65 Cr,2187-2540 sq.ft,4 BHK Apartment
VBHC Vaibhava,41.75 L -51.04 L,1057-1148 sq.ft,2 BHK Apartment
VBHC Vaibhava,54.82 L -61.50 L,1312-1405 sq.ft,3 BHK Apartment
G Corp The Icon Phase III,47 L,500 sq.ft,0.5 BHK Apartment
G Corp The Icon Phase III,10.53 L -19 L,351-456 sq.ft,1 BHK Apartment
G Corp The Icon Phase III,18.42 L -30 L,614-766 sq.ft,2 BHK Apartment
G Corp The Icon Phase III,28.83 L -42 L,961-994 sq.ft,3 BHK Apartment
Kataria Builteck Residency,,600 sq.ft,1 BHK Apartment
Kataria Builteck Residency,15 L -40.50 L,550-1200 sq.ft,2 BHK Apartment
Kataria Builteck Residency,41.95 L -45.56 L,1350 sq.ft,3 BHK Apartment
Purva City of Gold,,977 sq.ft,1 BHK Apartment
Purva City of Gold,7 L -86 L,953-970 sq.ft,2 BHK Apartment
Purva City of Gold,85 L -1.18 Cr,1945 sq.ft,3 BHK Apartment
Aswan The Marquis,40.07 L -40.60 L,1145-1160 sq.ft,2 BHK Apartment
Aswan The Marquis,55.12 L -55.65 L,1575-1590 sq.ft,3 BHK Apartment
Suvastu King George Avenue,58.24 L -58.29 L,1339-1340 sq.ft,2 BHK Apartment
Suvastu King George Avenue,65.16 L -80.17 L,1498-1843 sq.ft,3 BHK Apartment
Suvastu King George Avenue,1.27 Cr -2.13 Cr,2150-3600 sq.ft,4 BHK Villa
Godrej Platinum,58.82 L -65.97 L,905-1015 sq.ft,2 BHK Apartment
Godrej Platinum,89.37 L -1.01 Cr,1375-1565 sq.ft,2.5 BHK Apartment
Godrej Platinum,94.25 L -1.13 Cr,1450-1750 sq.ft,3 BHK Apartment
Godrej Platinum,1 Cr -1.25 Cr,1545-1930 sq.ft,3.5 BHK Apartment
Corporate Suncity Gloria Block B,2.48 Cr -3.35 Cr,2927-3499 sq.ft,3 BHK Apartment
Corporate Suncity Gloria Block B,3.16 Cr -3.97 Cr,3851-3915 sq.ft,4 BHK Apartment
Ajantha Prime,50.44 L,1220 sq.ft,2 BHK Apartment
Ajantha Prime,72 L,1380 sq.ft,3 BHK Apartment
Ajantha Prime,65.32 L,850 sq.ft,3 BHK Villa
Kumari Lotus,36.75 L -45.50 L,1050-1300 sq.ft,2 BHK Apartment
Kumari Lotus,49.87 L -57.57 L,1425-1645 sq.ft,3 BHK Apartment
Aishwarya Splendour,56.43 L -62.32 L,1254-1385 sq.ft,2 BHK Apartment
Aishwarya Splendour,69.88 L -78.52 L,1553-1745 sq.ft,3 BHK Apartment
Unishire Verzure,18.17 L -20.57 L,606-686 sq.ft,1 BHK Apartment
Unishire Verzure,28.28 L -32.74 L,943-1092 sq.ft,2 BHK Apartment
Unishire Verzure,49.29 L -57.97 L,1323-1556 sq.ft,2 BHK PentHouse
Unishire Verzure,36.94 L -39.76 L,1232-1326 sq.ft,2.5 BHK Apartment
Unishire Verzure,62.37 L -67.70 L,1674-1817 sq.ft,2.5 BHK PentHouse
Unishire Verzure,39.94 L -41.62 L,1332-1388 sq.ft,3 BHK Apartment
Unishire Verzure,65.87 L -67.21 L,1768-1804 sq.ft,3 BHK PentHouse
Vivansaa Blessings,46.17 L -48 L,962-964 sq.ft,1 BHK Apartment
Vivansaa Blessings,58.56 L -75 L,1220-1272 sq.ft,2 BHK Apartment
Vivansaa Blessings,70.17 L -85 L,1462-1557 sq.ft,3 BHK Apartment
Adarsh Palm Retreat Condominiums,56.77 L -62.98 L,1622 sq.ft,3 BHK Villa
Adarsh Palm Retreat Condominiums,77.28 L -88.48 L,2250-2660 sq.ft,4 BHK Villa
DivyaSree Republic Of Whitefield,50.32 L -62 L,1100 sq.ft,2 BHK Apartment
DivyaSree Republic Of Whitefield,68.62 L,1500 sq.ft,3 BHK Apartment
Connected Living Whitefield,,,1 BHK Apartment
Connected Living Whitefield,57.50 L -87.15 L,735-1047 sq.ft,2 BHK Apartment
Connected Living Whitefield,90.80 L -1.32 Cr,1397-1724 sq.ft,3 BHK Apartment
BRR Sai Sankalp,1.02 Cr -1.15 Cr,1320 sq.ft,2 BHK Apartment
BRR Sai Sankalp,1.45 Cr -2.25 Cr,2180-2275 sq.ft,3 BHK Apartment
BRR Sai Sankalp,2.35 Cr -3.60 Cr,3020-3405 sq.ft,4 BHK Apartment
Ozone Evergreens,32.48 L -42.44 L,884-1155 sq.ft,2 BHK Apartment
Ozone Evergreens,50.82 L -52 L,1383-1415 sq.ft,3 BHK Apartment
Citrus Polaris ,98.28 L,,Plot
Citrus Polaris ,1.53 Cr,,3 BHK Villa
Citrus Polaris ,1.54 Cr -1.55 Cr,,4 BHK Villa
Pranavas BSR Gitaaar,67.37 L -75.95 L,1225-1381 sq.ft,2 BHK Apartment
Pranavas BSR Gitaaar,92.34 L -1.04 Cr,1679-1905 sq.ft,3 BHK Apartment
Connected Living Whitefield,,977 sq.ft,1 BHK Apartment
Connected Living Whitefield,7 L -86 L,953-970 sq.ft,2 BHK Apartment
Connected Living Whitefield,85 L -1.18 Cr,1945 sq.ft,3 BHK Apartment
Jayanth Santis,72.83 L -1.03 Cr,1595-2807 sq.ft,3 BHK Villa
Jayanth Santis,1.18 Cr -2 Cr,3604-4956 sq.ft,4 BHK Villa
Fire Luxur The Empyrean,55 L -65 L,1102 sq.ft,2 BHK Apartment
Fire Luxur The Empyrean,58.80 L -1.20 Cr,1400-2100 sq.ft,3 BHK Apartment
SLS Square,63.76 L -80 L,1109-1285 sq.ft,2 BHK Apartment
SLS Square,80.78 L -89.35 L,1405-1554 sq.ft,3 BHK Apartment
Aditi Tropica,63 L -86 L,1168-1272 sq.ft,2 BHK Apartment
Aditi Tropica,87.74 L -92.39 L,1512-1598 sq.ft,3 BHK Apartment
Nava Vedantha,73.53 L -82.22 L,1337-1495 sq.ft,2 BHK Apartment
Nava Vedantha,89.10 L -1.21 Cr,1620-2200 sq.ft,3 BHK Apartment
Nava Vedantha,1.32 Cr,2400 sq.ft,4 BHK Apartment
Slv Parkview,,965-1000 sq.ft,2 BHK Apartment
Slv Parkview,89 L,1225-1260 sq.ft,3 BHK Apartment
Prestige Palms,39.31 L -43.05 L,936-1025 sq.ft,2 BHK Apartment
Prestige Palms,50.27 L -51.28 L,1197-1221 sq.ft,2.5 BHK Apartment
Prestige Palms,55.90 L -60.43 L,1331-1439 sq.ft,3 BHK Apartment
DSMAX SAANJH,56.14 L -67 L,1182-1333 sq.ft,2 BHK Apartment
DSMAX SAANJH,67.26 L -75 L,1416-1561 sq.ft,3 BHK Apartment
Alpine Fiesta,74 L -90.24 L,1263-1352 sq.ft,2 BHK Apartment
Alpine Fiesta,96.78 L -1.46 Cr,1450-2199 sq.ft,3 BHK Apartment
Sobha Arena - The Plaza,80.34 L -1.07 Cr,1296-1306 sq.ft,2 BHK Apartment
Sobha Arena - The Plaza,1.03 Cr -1.53 Cr,1592-1706 sq.ft,3 BHK Apartment
Concorde Amber,33.52 L -43.45 L,986-1278 sq.ft,2 BHK Apartment
Concorde Amber,54.16 L -61.64 L,1593-1813 sq.ft,3 BHK Apartment
Splendid Elite,11.94 L,,Plot
Gnana Bhoomi,57.47 L -65 L,1023-1127 sq.ft,2 BHK Apartment
Gnana Bhoomi,65.94 L -92 L,1406-1419 sq.ft,3 BHK Apartment
NBR Green Valley,55.89 L -57.45 L,1136-1170 sq.ft,2 BHK Apartment
NBR Green Valley,60.07 L -68.32 L,1335-1386 sq.ft,3 BHK Apartment
Bren Avalon,15.70 L -90.50 L,,Plot
Bren Avalon,61.20 L -1.09 Cr,,3 BHK Villa
Bren Avalon,1.10 Cr -1.85 Cr,,4 BHK Villa
Fortuna Krrish,42.89 L -44.24 L,1070-1110 sq.ft,2 BHK Apartment
Fortuna Krrish,47 L -55.95 L,1300-1455 sq.ft,3 BHK Apartment
MS Royal Sunnyvale,34 L,735 sq.ft,1 BHK Apartment
MS Royal Sunnyvale,50 L,1195 sq.ft,2 BHK Apartment
MS Royal Sunnyvale,46.27 L -53 L,1430 sq.ft,3 BHK Apartment
Prodaacon Mounika Espancia,86 L -90 L,1150-1200 sq.ft,2 BHK Apartment
Prodaacon Mounika Espancia,1.12 Cr,1495 sq.ft,3 BHK Apartment
PSR Aster,70 L -85.14 L,1225-1290 sq.ft,2 BHK Apartment
PSR Aster,73 L -1.20 Cr,1360-1820 sq.ft,3 BHK Apartment
Bangalore Regency Canterbury Castles,10.19 L -57.56 L,,Plot
E Golden Abode,6.60 L -13.20 L,,Plot
North East Paradise ,43 L -48.51 L,1069-1175 sq.ft,2 BHK Apartment
North East Paradise ,52.85 L -60.73 L,1280-1471 sq.ft,3 BHK Apartment
Apex Crystal,44.85 L -45.23 L,1165-1175 sq.ft,2 BHK Apartment
Apex Crystal,49.08 L -80 L,1275-1610 sq.ft,3 BHK Apartment
DLF Westend Heights New Town,43.19 L -50.21 L,1129-1345 sq.ft,2 BHK Apartment
DLF Westend Heights New Town,56.68 L,1544 sq.ft,3 BHK Apartment
Garuda Estilo Homes,19 L,,Plot
Brigade Gardenia,48 L -59.76 L,1000-1245 sq.ft,2 BHK Apartment
Brigade Gardenia,52.80 L -56.16 L,1100-1170 sq.ft,2.5 BHK Apartment
Brigade Gardenia,,1470 sq.ft,3 BHK Apartment
Embassy Springs,1.10 Cr -2.89 Cr,2125-5400 sq.ft,Plot
Embassy Springs,36 L,609 sq.ft,1 BHK Apartment
Pearlite Lakeside,50 L -64.03 L,1128-1423 sq.ft,2 BHK Apartment
Pearlite Lakeside,67 L -86.17 L,1489-1915 sq.ft,3 BHK Apartment
Jeevanadi Sampoorna,1.10 Cr -2.89 Cr,2125-5400 sq.ft,Plot
Jeevanadi Sampoorna,36 L,609 sq.ft,1 BHK Apartment
Landmark Nest Primo,47.73 L -48 L,1224-1231 sq.ft,2 BHK Apartment
Landmark Nest Primo,63.02 L -80 L,1616-1677 sq.ft,3 BHK Apartment
DLR Sabarmati Enclave,50 L -64.03 L,1128-1423 sq.ft,2 BHK Apartment
DLR Sabarmati Enclave,67 L -86.17 L,1489-1915 sq.ft,3 BHK Apartment
Sri Simhadri Pride,55.65 L -61.50 L,1113-1230 sq.ft,2 BHK Apartment
Sri Simhadri Pride,65.15 L -67.25 L,1303-1345 sq.ft,2.5 BHK Apartment
Sri Simhadri Pride,68.75 L -75 L,1375-1500 sq.ft,3 BHK Apartment
Richmond Lake View,19.80 L -26.40 L,,Plot
Richmond Lake View,29.90 L -30.90 L,,1 BHK Villa
Richmond Lake View,37.90 L -49.90 L,,2 BHK Villa
Richmond Lake View,36 L,,3 BHK Villa
Urban Lake Front,79 L -94 L,1220-1270 sq.ft,2 BHK Apartment
Urban Lake Front,1.05 Cr,1705 sq.ft,3 BHK Apartment
Urban Lake Front,,3500 sq.ft,4+ BHK Apartment
Aakruthi Aura,36 L -46.85 L,1115-1129 sq.ft,2 BHK Apartment
Aakruthi Aura,42 L -50 L,1354-1546 sq.ft,3 BHK Apartment
Midtown Rhythm,45 L,695 sq.ft,1 BHK Apartment
Midtown Rhythm,52 L -53.40 L,1117-1203 sq.ft,2 BHK Apartment
Midtown Rhythm,93.99 L -98.07 L,1614-1684 sq.ft,3 BHK Apartment
TG Lakevista,26.59 L -32.01 L,985 sq.ft,2 BHK Apartment
TG Lakevista,36.99 L -54.43 L,1370-1675 sq.ft,3 BHK Apartment
NCN Platina,21 L -70 L,,Plot
Oceanus Classic,38.39 L -55 L,1097-1230 sq.ft,2 BHK Apartment
Oceanus Classic,49.63 L -78 L,1418-1640 sq.ft,3 BHK Apartment
Sumo Leaves,56.27 L -56.82 L,1226-1238 sq.ft,2 BHK Apartment
Sumo Leaves,75.87 L,1653 sq.ft,3 BHK Apartment
JR Garden Retreat Phase 2,81.50 L,1420 sq.ft,2 BHK Apartment
JR Garden Retreat Phase 2,1.03 Cr -1.41 Cr,1420-1941 sq.ft,3 BHK Apartment
Valmark Cityville,14.60 L -23.40 L,1200 sq.ft,Plot
Valmark Cityville,51.98 L -52.63 L,1195-1210 sq.ft,2 BHK Apartment
Valmark Cityville,63.07 L -72.42 L,1450-1665 sq.ft,3 BHK Apartment
Century Linea,34.50 L,600 sq.ft,1 BHK Apartment
Century Linea,66.41 L -69 L,1155-1200 sq.ft,2 BHK Apartment
Century Linea,77.91 L,1355 sq.ft,2.5 BHK Apartment
Century Linea,85 L -96 L,1530-1650 sq.ft,3 BHK Apartment
MJR Pearl,69 L -3 Cr,2300 sq.ft,Plot
MJR Pearl,,1200 sq.ft,1 BHK Apartment
MJR Pearl,2.43 Cr,3500 sq.ft,3 BHK Apartment
MJR Pearl,2.36 Cr,3400 sq.ft,3 BHK Villa
MJR Pearl,,2100 sq.ft,4 BHK Apartment
MJR Pearl,2.78 Cr -4.30 Cr,4000 sq.ft,4 BHK Villa
MJR Pearl,20 Cr,14850 sq.ft,4+ BHK Villa
MJR Pearl,3.20 Cr,4600 sq.ft,5 BHK Villa
Prestige Laughing Waters,87.97 L -89.10 L,1333-1350 sq.ft,2 BHK Apartment
Prestige Laughing Waters,1.09 Cr -1.10 Cr,1657-1665 sq.ft,3 BHK Apartment
Prestige Laughing Waters,1.59 Cr -1.86 Cr,2415 sq.ft,4 BHK Apartment
Nagarjuna Maple Heights,8.14 Cr -9.35 Cr,3700-4250 sq.ft,4 BHK Apartment
Vertex Venezia,1.60 Cr,2212 sq.ft,3 BHK Villa
Vertex Venezia,1.60 Cr -2.20 Cr,2212-3044 sq.ft,3 BHK Villament
Vertex Venezia,2.10 Cr -2.87 Cr,2825-3963 sq.ft,4 BHK Villament
Vista The 450 RMV,99 L -1.17 Cr,1420-1440 sq.ft,2 BHK Apartment
Vista The 450 RMV,1.17 Cr -1.69 Cr,1740-1920 sq.ft,3 BHK Apartment
Vista The 450 RMV,2.13 Cr -2.28 Cr,3220 sq.ft,4 BHK Apartment
Mantri Lithos,34 L -42.80 L,800-875 sq.ft,2 BHK Apartment
Mantri Lithos,46.75 L -57.37 L,1100-1350 sq.ft,3 BHK Apartment
Rajarajeshwari Parasmani Regency  ,1.59 Cr -1.85 Cr,1500-1750 sq.ft,2 BHK Apartment
Rajarajeshwari Parasmani Regency  ,2.44 Cr -2.64 Cr,2303-2496 sq.ft,3 BHK Apartment
Soundarya Kamakshi,43.46 L -55 L,1025-1170 sq.ft,2 BHK Apartment
Odion Rainbow Retreat,57.60 L -2.20 Cr,,Plot
Shanders Dwellington,1.35 Cr,1930 sq.ft,2 BHK Apartment
Shanders Dwellington,1.05 Cr -1.40 Cr,1847-1930 sq.ft,3 BHK Apartment
Sobha City Casa Serenita,65 L -71.97 L,1305-1445 sq.ft,2 BHK Apartment
Sobha City Casa Serenita,72 L -93 L,1705 sq.ft,3 BHK Apartment
Shriram Suhaana,39 L,740 sq.ft,0.5 BHK Apartment
Shriram Suhaana,33.52 L,745 sq.ft,1 BHK Apartment
Shriram Suhaana,48.60 L -59.25 L,1080-1110 sq.ft,2 BHK Apartment
Shriram Suhaana,57.82 L -75.82 L,1285-1685 sq.ft,3 BHK Apartment
Sobha Eternia,1.04 Cr -1.22 Cr,1730-1775 sq.ft,3 BHK Apartment
Sobha Eternia,1.65 Cr -1.79 Cr,2552-2632 sq.ft,4 BHK Apartment
Griha Unnathi,52.38 L -72.37 L,1069-1477 sq.ft,2 BHK Apartment
Griha Unnathi,94.17 L -1.09 Cr,1922 sq.ft,3 BHK Apartment
Griha Unnathi,1.07 Cr -1.09 Cr,2190-2234 sq.ft,3.5 BHK Apartment
Artha Reviera,1.21 Cr -1.24 Cr,2650-2700 sq.ft,4 BHK Villa
SGS Silver Oak,35.56 L -38.08 L,1031-1104 sq.ft,2 BHK Apartment
SGS Silver Oak,44.50 L -51.88 L,1290-1504 sq.ft,3 BHK Apartment
SGS Silver Oak,63.13 L -65.20 L,1830-1890 sq.ft,4 BHK Apartment
The Manya Magna Ville,1.36 Cr -1.75 Cr,1879-2206 sq.ft,3 BHK Apartment
The Manya Magna Ville,1.95 Cr,3210 sq.ft,4 BHK Apartment
Casa Gopalan,2.28 Cr -3.14 Cr,2400-2547 sq.ft,3 BHK Apartment
Casa Gopalan,2.99 Cr -3.88 Cr,3150 sq.ft,4 BHK Apartment
Casa Gopalan,2.50 Cr,2600 sq.ft,4+ BHK Apartment
SJR Vogue,33.60 L -60 L,,Plot
SJR Vogue,75.94 L -86.30 L,,3 BHK Villa
SJR Vogue,1.20 Cr,,4 BHK Villa
Sobha Palladian,78 L -90 L,1300-1440 sq.ft,2 BHK Apartment
Sobha Palladian,45.19 L,858 sq.ft,2 BHK Villa
Sobha Palladian,90 L -1.11 Cr,1700-1850 sq.ft,3 BHK Apartment
Bijith Kripa,49.22 L -54.96 L,1070-1205 sq.ft,2 BHK Apartment
Bijith Kripa,52.20 L -66.43 L,1325-1475 sq.ft,3 BHK Apartment
Vaishnavi Commune,70.85 L -87.10 L,1090-1340 sq.ft,2 BHK Apartment
Vaishnavi Commune,86.12 L -1.02 Cr,1325-1570 sq.ft,3 BHK Apartment
Mahaveer Riviera,85 L -1.06 Cr,1255-1280 sq.ft,2 BHK Apartment
Mahaveer Riviera,1.30 Cr -1.59 Cr,1590-1850 sq.ft,3 BHK Apartment
GRC Brundavan,2 Cr,1450 sq.ft,2 BHK Apartment
GRC Brundavan,1.32 Cr -2.47 Cr,,3 BHK Apartment
GRC Brundavan,1.42 Cr -3.64 Cr,,4 BHK Apartment
Sobha Rajvillas,1 Cr,1000 sq.ft,2 BHK Apartment
Sobha Rajvillas,1.25 Cr -1.66 Cr,1586-1795 sq.ft,3 BHK Apartment
Sobha Iris,77 L -89.88 L,1400-1530 sq.ft,3 BHK Apartment
Keerthi Krishna Viva,50.35 L -63.65 L,1060-1340 sq.ft,2 BHK Apartment
Keerthi Krishna Viva,79.80 L -91.20 L,1680-1920 sq.ft,3 BHK Apartment
Comfort Heights,,3600 sq.ft,3 BHK Apartment
Comfort Heights,2.98 Cr -3.16 Cr,3688-3910 sq.ft,3 BHK Villa
Comfort Heights,3.20 Cr -3.25 Cr,3596 sq.ft,4 BHK Apartment
Comfort Heights,2.60 Cr -4 Cr,3985-4192 sq.ft,4 BHK Villa
Comfort Heights,,3600 sq.ft,4+ BHK Villa
Nitesh Hunter Valley,2.50 Cr -2.95 Cr,2500 sq.ft,3 BHK Apartment
Nitesh Hunter Valley,5.50 Cr -9.78 Cr,5924-7648 sq.ft,4 BHK Apartment
Nitesh Hunter Valley,5.54 Cr -10.55 Cr,,4+ BHK Apartment
DSMax Sparkle Nest,70.57 L,1295 sq.ft,2.5 BHK Apartment
DSMax Sparkle Nest,70.03 L -97.01 L,1285-1780 sq.ft,3 BHK Apartment
Total Environment Windmills Of Your Mind,49.20 L -56.80 L,1230-1420 sq.ft,2 BHK Apartment
Total Environment Windmills Of Your Mind,55.60 L -73.20 L,1390-1830 sq.ft,3 BHK Apartment
SK Daisy,38.25 L -38.74 L,1093-1107 sq.ft,2 BHK Apartment
SK Daisy,40.81 L -55.85 L,1166-1453 sq.ft,3 BHK Apartment
Sai Ashirwad Natures Nest,53.88 L -58.54 L,1200-1304 sq.ft,2 BHK Apartment
Sai Ashirwad Natures Nest,72.64 L -76.06 L,1618-1694 sq.ft,3 BHK Apartment
Sai Ashirwad Natures Nest,91.91 L -1.12 Cr,2047-2515 sq.ft,4 BHK Apartment
MSR Flora,44.57 L -51.76 L,1082-1192 sq.ft,2 BHK Apartment
MSR Flora,49.44 L -52 L,1200 sq.ft,3 BHK Apartment
Sai Charita Green Oaks,29.60 L -41.60 L,740-1040 sq.ft,2 BHK Apartment
Sai Charita Green Oaks,56.80 L -64 L,1420-1600 sq.ft,3 BHK Apartment
SRC blue bells,32.56 L -39.99 L,972-988 sq.ft,2 BHK Apartment
Regency Pinnacle Heights,45.24 L,1300 sq.ft,2 BHK Apartment
Amrutha Value,35.91 L -51 L,945-1206 sq.ft,2 BHK Apartment
Amrutha Value,56.24 L -68 L,1480 sq.ft,3 BHK Apartment
AR Splendor Park,40.11 L -43.85 L,1146-1253 sq.ft,2 BHK Apartment
AR Splendor Park,50.40 L,1440 sq.ft,3 BHK Apartment
AR Splendor Park,52.11 L -60.37 L,1489-1725 sq.ft,4 BHK Apartment
Vestaa Lushes,19.80 L -24.20 L,900-1100 sq.ft,2 BHK Apartment
Vestaa Lushes,31.24 L -31.90 L,1420-1450 sq.ft,3 BHK Apartment
HW Archstone,30 L -46 L,1105-1274 sq.ft,2 BHK Apartment
Kaypee Pristine,68 L,1147 sq.ft,2 BHK Apartment
Kaypee Pristine,1.15 Cr,1871 sq.ft,3 BHK Apartment
SV Lakshmi Nivas,74.89 L -85 L,1368 sq.ft,2 BHK Apartment
SV Lakshmi Nivas,91.69 L -2.80 Cr,1881 sq.ft,3 BHK Apartment
SV Lakshmi Nivas,,6000 sq.ft,4+ BHK Apartment
Sobha Onyx,76.18 L -89.41 L,1180-1385 sq.ft,2 BHK Apartment
Sobha Onyx,1.12 Cr -1.60 Cr,1822-1946 sq.ft,3 BHK Apartment
Sobha Onyx,1.64 Cr,2612 sq.ft,3 BHK PentHouse
Sobha Onyx,2.31 Cr,3670 sq.ft,4 BHK PentHouse
Aban Desire,59.98 L -72.33 L,954-1162 sq.ft,2 BHK Apartment
Aban Desire,59.98 L -1.16 Cr,1266-1901 sq.ft,3 BHK Apartment
